Caption,Structured_Caption,Audio_mp3,Audio_wav,Image_1,Image_2,Image_3,Video
People talking with wind noises,<people talking& all>@<wind noises& all>,People_talking_with_wind_noises.mp3,People_talking_with_wind_noises.wav,People_talking_with_wind_noises_image_1.jpg,People_talking_with_wind_noises_image_5.jpg,People_talking_with_wind_noises_image_9.jpg,People_talking_with_wind_noises.mp4
Wind blowing into a microphone followed by water splashing and birds chirping in the distance,<wind blowing into a microphone& start>@<water splashing& mid>@<birds chirping in the distance& end>,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance.mp3,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance.wav,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance_image_1.jpg,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance_image_5.jpg,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance_image_9.jpg,Wind_blowing_into_a_microphone_followed_by_water_splashing_and_birds_chirping_in_the_distance.mp4
Engine chugging quietly,<engine chugging quietly& all>,Engine_chugging_quietly.mp3,Engine_chugging_quietly.wav,Engine_chugging_quietly_image_1.jpg,Engine_chugging_quietly_image_5.jpg,Engine_chugging_quietly_image_9.jpg,Engine_chugging_quietly.mp4
Waves are splashing and wind is blowing,<waves splashing& all>@<wind blowing& all>,Waves_are_splashing_and_wind_is_blowing.mp3,Waves_are_splashing_and_wind_is_blowing.wav,Waves_are_splashing_and_wind_is_blowing_image_1.jpg,Waves_are_splashing_and_wind_is_blowing_image_5.jpg,Waves_are_splashing_and_wind_is_blowing_image_9.jpg,Waves_are_splashing_and_wind_is_blowing.mp4
A machine continually runs,<machine continually runs& all>,A_machine_continually_runs.mp3,A_machine_continually_runs.wav,A_machine_continually_runs_image_1.jpg,A_machine_continually_runs_image_5.jpg,A_machine_continually_runs_image_9.jpg,A_machine_continually_runs.mp4
An engine running followed by a loud horn,<engine running& start>@<loud horn& end>,An_engine_running_followed_by_a_loud_horn.mp3,An_engine_running_followed_by_a_loud_horn.wav,An_engine_running_followed_by_a_loud_horn_image_1.jpg,An_engine_running_followed_by_a_loud_horn_image_3.jpg,An_engine_running_followed_by_a_loud_horn_image_5.jpg,An_engine_running_followed_by_a_loud_horn.mp4
Continuous train horn,<continuous train horn& all>,Continuous_train_horn.mp3,Continuous_train_horn.wav,Continuous_train_horn_image_1.jpg,Continuous_train_horn_image_5.jpg,Continuous_train_horn_image_9.jpg,Continuous_train_horn.mp4
Some machine is producing steam and a constant rattle is present,<machine producing steam& all>@<constant rattle& all>,Some_machine_is_producing_steam_and_a_constant_rattle_is_present.mp3,Some_machine_is_producing_steam_and_a_constant_rattle_is_present.wav,Some_machine_is_producing_steam_and_a_constant_rattle_is_present_image_1.jpg,Some_machine_is_producing_steam_and_a_constant_rattle_is_present_image_5.jpg,Some_machine_is_producing_steam_and_a_constant_rattle_is_present_image_9.jpg,Some_machine_is_producing_steam_and_a_constant_rattle_is_present.mp4
Someone breathes heavily while sleeping,<someone breathes heavily while sleeping& all>,Someone_breathes_heavily_while_sleeping.mp3,Someone_breathes_heavily_while_sleeping.wav,Someone_breathes_heavily_while_sleeping_image_1.jpg,Someone_breathes_heavily_while_sleeping_image_5.jpg,Someone_breathes_heavily_while_sleeping_image_9.jpg,Someone_breathes_heavily_while_sleeping.mp4
Male speaker with audience laughter,<male speaker& all>@<audience laughter& all>,Male_speaker_with_audience_laughter.mp3,Male_speaker_with_audience_laughter.wav,Male_speaker_with_audience_laughter_image_1.jpg,Male_speaker_with_audience_laughter_image_5.jpg,Male_speaker_with_audience_laughter_image_9.jpg,Male_speaker_with_audience_laughter.mp4
Wind blows and leaves rustle,<wind blows& all>@<leaves rustle& all>,Wind_blows_and_leaves_rustle.mp3,Wind_blows_and_leaves_rustle.wav,Wind_blows_and_leaves_rustle_image_1.jpg,Wind_blows_and_leaves_rustle_image_5.jpg,Wind_blows_and_leaves_rustle_image_9.jpg,Wind_blows_and_leaves_rustle.mp4
A man speaking with rustling and distant speech,<man speaking& all>@<rustling& mid>@<distant speech& end>,A_man_speaking_with_rustling_and_distant_speech.mp3,A_man_speaking_with_rustling_and_distant_speech.wav,A_man_speaking_with_rustling_and_distant_speech_image_1.jpg,A_man_speaking_with_rustling_and_distant_speech_image_5.jpg,A_man_speaking_with_rustling_and_distant_speech_image_9.jpg,A_man_speaking_with_rustling_and_distant_speech.mp4
Distressed cat growling and hissing violently while woman laughs and talks,<cat growling and hissing violently& all>@<woman laughs and talks& all>,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks.mp3,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks.wav,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks_image_1.jpg,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks_image_5.jpg,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks_image_9.jpg,Distressed_cat_growling_and_hissing_violently_while_woman_laughs_and_talks.mp4
People are speaking excitedly over a hissing sound,<people speaking excitedly& all>@<hissing sound& mid>,People_are_speaking_excitedly_over_a_hissing_sound.mp3,People_are_speaking_excitedly_over_a_hissing_sound.wav,People_are_speaking_excitedly_over_a_hissing_sound_image_1.jpg,People_are_speaking_excitedly_over_a_hissing_sound_image_5.jpg,People_are_speaking_excitedly_over_a_hissing_sound_image_9.jpg,People_are_speaking_excitedly_over_a_hissing_sound.mp4
"A man speaking in a foreign language, can hear doves in the background",<male voice speaking in a foreign language& all>@<doves cooing& all>,"A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background.mp3","A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background.wav","A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background_image_1.jpg","A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background_image_5.jpg","A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background_image_9.jpg","A_man_speaking_in_a_foreign_language,_can_hear_doves_in_the_background.mp4"
The wind is blowing and rustling occurs,<wind blowing& all>@<rustling occurs& all>,The_wind_is_blowing_and_rustling_occurs.mp3,The_wind_is_blowing_and_rustling_occurs.wav,The_wind_is_blowing_and_rustling_occurs_image_1.jpg,The_wind_is_blowing_and_rustling_occurs_image_5.jpg,The_wind_is_blowing_and_rustling_occurs_image_9.jpg,The_wind_is_blowing_and_rustling_occurs.mp4
A male child speaks and plastic crumples and crinkles,<male child speaks& all>@<plastic crumples and crinkles& all>,A_male_child_speaks_and_plastic_crumples_and_crinkles.mp3,A_male_child_speaks_and_plastic_crumples_and_crinkles.wav,A_male_child_speaks_and_plastic_crumples_and_crinkles_image_1.jpg,A_male_child_speaks_and_plastic_crumples_and_crinkles_image_5.jpg,A_male_child_speaks_and_plastic_crumples_and_crinkles_image_9.jpg,A_male_child_speaks_and_plastic_crumples_and_crinkles.mp4
Rapid clicks from computer keyboard typing,<rapid clicks from computer keyboard typing& all>,Rapid_clicks_from_computer_keyboard_typing.mp3,Rapid_clicks_from_computer_keyboard_typing.wav,Rapid_clicks_from_computer_keyboard_typing_image_1.jpg,Rapid_clicks_from_computer_keyboard_typing_image_5.jpg,Rapid_clicks_from_computer_keyboard_typing_image_9.jpg,Rapid_clicks_from_computer_keyboard_typing.mp4
A man yells and a number of cannons far then rattles and gunfire,<man yells& start>@<cannons fire& mid>@<rattles& mid>@<gunfire& end>,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire.mp3,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire.wav,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire_image_1.jpg,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire_image_5.jpg,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire_image_9.jpg,A_man_yells_and_a_number_of_cannons_far_then_rattles_and_gunfire.mp4
A vehicle driving by quietly and slowly,<vehicle driving by quietly and slowly& all>,A_vehicle_driving_by_quietly_and_slowly.mp3,A_vehicle_driving_by_quietly_and_slowly.wav,A_vehicle_driving_by_quietly_and_slowly_image_1.jpg,A_vehicle_driving_by_quietly_and_slowly_image_5.jpg,A_vehicle_driving_by_quietly_and_slowly_image_9.jpg,A_vehicle_driving_by_quietly_and_slowly.mp4
A dog grunts and an adult male speaks,<dog grunts& all>@<adult male speaks& all>,A_dog_grunts_and_an_adult_male_speaks.mp3,A_dog_grunts_and_an_adult_male_speaks.wav,A_dog_grunts_and_an_adult_male_speaks_image_1.jpg,A_dog_grunts_and_an_adult_male_speaks_image_5.jpg,A_dog_grunts_and_an_adult_male_speaks_image_9.jpg,A_dog_grunts_and_an_adult_male_speaks.mp4
Clacking noises with a horn honking,<clacking noises& all>@<horn honking& all>,Clacking_noises_with_a_horn_honking.mp3,Clacking_noises_with_a_horn_honking.wav,Clacking_noises_with_a_horn_honking_image_1.jpg,Clacking_noises_with_a_horn_honking_image_5.jpg,Clacking_noises_with_a_horn_honking_image_9.jpg,Clacking_noises_with_a_horn_honking.mp4
A man speaking briefly as a crowd of people talk,<male voice speaking briefly& start>@<crowd of people talking& all>,A_man_speaking_briefly_as_a_crowd_of_people_talk.mp3,A_man_speaking_briefly_as_a_crowd_of_people_talk.wav,A_man_speaking_briefly_as_a_crowd_of_people_talk_image_1.jpg,A_man_speaking_briefly_as_a_crowd_of_people_talk_image_5.jpg,A_man_speaking_briefly_as_a_crowd_of_people_talk_image_9.jpg,A_man_speaking_briefly_as_a_crowd_of_people_talk.mp4
"Hissing is ongoing, and liquid is splashing and gurgling",<gurgling and splashing liquid& all>@<hissing& all>,"Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling.mp3","Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling.wav","Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling_image_1.jpg","Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling_image_5.jpg","Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling_image_9.jpg","Hissing_is_ongoing,_and_liquid_is_splashing_and_gurgling.mp4"
Loud thunder sounds,<loud thunder sounds& all>,Loud_thunder_sounds.mp3,Loud_thunder_sounds.wav,Loud_thunder_sounds_image_1.jpg,Loud_thunder_sounds_image_5.jpg,Loud_thunder_sounds_image_9.jpg,Loud_thunder_sounds.mp4
"A dog is whining and whimpering, and an adult male is speaking",<dog whining and whimpering& all>@<adult male speaking& all>,"A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking.mp3","A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking.wav","A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking_image_1.jpg","A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking_image_5.jpg","A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking_image_9.jpg","A_dog_is_whining_and_whimpering,_and_an_adult_male_is_speaking.mp4"
Car motor running and reeving,<car motor running& all>@<car motor revving& mid>,Car_motor_running_and_reeving.mp3,Car_motor_running_and_reeving.wav,Car_motor_running_and_reeving_image_1.jpg,Car_motor_running_and_reeving_image_5.jpg,Car_motor_running_and_reeving_image_9.jpg,Car_motor_running_and_reeving.mp4
Screaming in the distance mixed with explosions and gunfire,<screaming in the distance& all>@<explosions& all>@<gunfire& all>,Screaming_in_the_distance_mixed_with_explosions_and_gunfire.mp3,Screaming_in_the_distance_mixed_with_explosions_and_gunfire.wav,Screaming_in_the_distance_mixed_with_explosions_and_gunfire_image_1.jpg,Screaming_in_the_distance_mixed_with_explosions_and_gunfire_image_5.jpg,Screaming_in_the_distance_mixed_with_explosions_and_gunfire_image_9.jpg,Screaming_in_the_distance_mixed_with_explosions_and_gunfire.mp4
A horn honking with an engine running by loudly,<engine running loudly& all>@<horn honking& start>,A_horn_honking_with_an_engine_running_by_loudly.mp3,A_horn_honking_with_an_engine_running_by_loudly.wav,A_horn_honking_with_an_engine_running_by_loudly_image_1.jpg,A_horn_honking_with_an_engine_running_by_loudly_image_5.jpg,A_horn_honking_with_an_engine_running_by_loudly_image_9.jpg,A_horn_honking_with_an_engine_running_by_loudly.mp4
"A person speaks, pauses, and then speaks again",<person speaks& all>@<pause& mid>@<person speaks again& end>,"A_person_speaks,_pauses,_and_then_speaks_again.mp3","A_person_speaks,_pauses,_and_then_speaks_again.wav","A_person_speaks,_pauses,_and_then_speaks_again_image_1.jpg","A_person_speaks,_pauses,_and_then_speaks_again_image_5.jpg","A_person_speaks,_pauses,_and_then_speaks_again_image_9.jpg","A_person_speaks,_pauses,_and_then_speaks_again.mp4"
An engine revving up and down with people talking,<engine revving up and down& all>@<people talking& all>,An_engine_revving_up_and_down_with_people_talking.mp3,An_engine_revving_up_and_down_with_people_talking.wav,An_engine_revving_up_and_down_with_people_talking_image_1.jpg,An_engine_revving_up_and_down_with_people_talking_image_5.jpg,An_engine_revving_up_and_down_with_people_talking_image_9.jpg,An_engine_revving_up_and_down_with_people_talking.mp4
A small insect buzzing around outside,<small insect buzzing& all>,A_small_insect_buzzing_around_outside.mp3,A_small_insect_buzzing_around_outside.wav,A_small_insect_buzzing_around_outside_image_1.jpg,A_small_insect_buzzing_around_outside_image_5.jpg,A_small_insect_buzzing_around_outside_image_9.jpg,A_small_insect_buzzing_around_outside.mp4
People talking followed by a motorcycle revving sporadically,<people talking& all>@<motorcycle revving sporadically& mid>,People_talking_followed_by_a_motorcycle_revving_sporadically.mp3,People_talking_followed_by_a_motorcycle_revving_sporadically.wav,People_talking_followed_by_a_motorcycle_revving_sporadically_image_1.jpg,People_talking_followed_by_a_motorcycle_revving_sporadically_image_5.jpg,People_talking_followed_by_a_motorcycle_revving_sporadically_image_9.jpg,People_talking_followed_by_a_motorcycle_revving_sporadically.mp4
A door is closed,<door closes& all>,A_door_is_closed.mp3,A_door_is_closed.wav,A_door_is_closed_and_the_door_is_banged_on_image_1.jpg,A_door_is_closed_image_1.jpg,A_door_is_closed_image_9.jpg,A_door_is_closed.mp4
A race vehicle is accelerating its engine,<race vehicle accelerating its engine& all>,A_race_vehicle_is_accelerating_its_engine.mp3,A_race_vehicle_is_accelerating_its_engine.wav,A_race_vehicle_is_accelerating_its_engine_image_1.jpg,A_race_vehicle_is_accelerating_its_engine_image_5.jpg,A_race_vehicle_is_accelerating_its_engine_image_9.jpg,A_race_vehicle_is_accelerating_its_engine.mp4
A male voice speaking from a short to medium distance,<male voice speaking& all>,A_male_voice_speaking_from_a_short_to_medium_distance.mp3,A_male_voice_speaking_from_a_short_to_medium_distance.wav,A_male_voice_speaking_from_a_short_to_medium_distance_image_1.jpg,A_male_voice_speaking_from_a_short_to_medium_distance_image_5.jpg,A_male_voice_speaking_from_a_short_to_medium_distance_image_9.jpg,A_male_voice_speaking_from_a_short_to_medium_distance.mp4
"A woman gives a speech, people talk behind her",<woman gives a speech& all>@<people talk behind her& all>,"A_woman_gives_a_speech,_people_talk_behind_her.mp3","A_woman_gives_a_speech,_people_talk_behind_her.wav","A_woman_gives_a_speech,_people_talk_behind_her_image_1.jpg","A_woman_gives_a_speech,_people_talk_behind_her_image_5.jpg","A_woman_gives_a_speech,_people_talk_behind_her_image_9.jpg","A_woman_gives_a_speech,_people_talk_behind_her.mp4"
A loud siren whizzes past,<loud siren whizzes past& all>,A_loud_siren_whizzes_past.mp3,A_loud_siren_whizzes_past.wav,A_loud_siren_whizzes_past_image_1.jpg,A_loud_siren_whizzes_past_image_5.jpg,A_loud_siren_whizzes_past_image_9.jpg,A_loud_siren_whizzes_past.mp4
A woman talks in a high pitched voice to a horse,<woman talks in a high pitched voice to a horse& all>,A_woman_talks_in_a_high_pitched_voice_to_a_horse.mp3,A_woman_talks_in_a_high_pitched_voice_to_a_horse.wav,A_woman_talks_in_a_high_pitched_voice_to_a_horse_image_1.jpg,A_woman_talks_in_a_high_pitched_voice_to_a_horse_image_5.jpg,A_woman_talks_in_a_high_pitched_voice_to_a_horse_image_9.jpg,A_woman_talks_in_a_high_pitched_voice_to_a_horse.mp4
Sheep baaing and a woman speaking,<sheep baaing& all>@<woman speaking& all>,Sheep_baaing_and_a_woman_speaking.mp3,Sheep_baaing_and_a_woman_speaking.wav,Sheep_baaing_and_a_woman_speaking_image_1.jpg,Sheep_baaing_and_a_woman_speaking_image_5.jpg,Sheep_baaing_and_a_woman_speaking_image_9.jpg,Sheep_baaing_and_a_woman_speaking.mp4
"An aircraft engine is operating, and rhythmic knocking and whirring are present",<aircraft engine operating& all>@<rhythmic knocking& mid>@<whirring& mid>,"An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present.mp3","An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present.wav","An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present_image_1.jpg","An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present_image_5.jpg","An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present_image_9.jpg","An_aircraft_engine_is_operating,_and_rhythmic_knocking_and_whirring_are_present.mp4"
A man speaks with an engine idling,<male voice speaking& all>@<engine idling& all>,A_man_speaks_with_an_engine_idling.mp3,A_man_speaks_with_an_engine_idling.wav,A_man_speaks_with_an_engine_idling_image_1.jpg,A_man_speaks_with_an_engine_idling_image_5.jpg,A_man_speaks_with_an_engine_idling_image_9.jpg,A_man_speaks_with_an_engine_idling.mp4
